Name,Twitter Handle,Total Tweets,Favourites_Count,Followers,User_Id,User_Verified,User Location,Date of Tweet,Tweet Id,Tweet Text,Language,Tweet Source,Tweet Retweet,Tweet Reply To Id,Reply To Name 
b'\xce\xb1\xc9\xbe\xce\xb1 #EyesOnYou \xe2\x99\xa1',b'ahgasense',b'59910',b'22028',b'4715',b'560070468',b'False',b'multifandom\xe2\x99\xa1{20170912} mx arg',b'2012-04-22 01:51:07',b'965995278120771584',b'RT @Maybelline: @babyksooo We WISH we could be lucky enough to have them in our commercials \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82.',b'en',b'Twitter for Android',b'12768',b'None',b'None'
b'The Obsessed',b'The_Obsessed',b'7240',b'9111',b'805',b'448305438',b'False',"b'Toronto, Ontario'",b'2011-12-27 21:17:07',b'965995242871652358',b'Want stay-put all day lips? These @MaybellineCAN SuperStay Matte Ink Un-Nudes are not only available in a range of\xe2\x80\xa6 https://t.co/zQ5KutG927',b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'Jennie Rodriguezzz',b'Jen_niiee',b'238',b'165',b'46',b'3054089171',b'False',b'',b'2015-02-22 22:11:44',b'965995094682820608',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/a8V7shuMsO',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Courtney H',b'courtneyholle',b'4037',b'384',b'256',b'27979720',b'False',"b'Kansas City, MO'",b'2009-03-31 22:23:35',b'965995091042230273',b'Looking forward to trying my new @maybelline products from @influenster. #FitMeDewy https://t.co/bV31kzyoye',b'en',b'InfluensterApp',b'0',b'None',b'None'
b'\xf0\x9f\x8c\xb9Nicolle Mantilla',b'NicolleMantilla',b'7287',b'1302',b'251',b'151220514',b'False',b'Colombia',b'2010-06-02 22:30:33',b'965995016593297415',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'Denisse Leyba G.',b'DenisseL2',b'10819',b'867',b'103',b'82533924',b'False',b'Dominican Republic\xe2\x99\xa5',b'2009-10-15 03:56:11',b'965994274654474240',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'Wild Thing',b'_Claireese',b'2038',b'5915',b'241',b'3135177963',b'False',b'',b'2015-04-04 21:55:42',b'965994239963344896',b'RT @MakeupForWOC: The @Maybelline Super Stay Foundation works so good as concealer too',b'en',b'Twitter for iPhone',b'22',b'None',b'None'
b'Shivangi',b'yungsamosa_',b'1541',b'227',b'8',b'897865406333018114',b'False',b'Sky ',b'2017-08-16 16:59:29',b'965993975810158592',b'RT @Maybelline: @babyksooo We WISH we could be lucky enough to have them in our commercials \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82.',b'en',b'Twitter for iPhone',b'12768',b'None',b'None'
b'Rosie',b'RdlpsNRosiechks',b'3508',b'2017',b'121',b'2205931736',b'False',"b'Arkansas, USA'",b'2013-11-21 00:50:36',b'965993947301580802',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'Rasheeda',b'RandmlyRasheeda',b'1756',b'894',b'418',b'49846250',b'False',b'Sassy  International chica.',b'2009-06-23 01:50:18',b'965993669751865345',b'@Maybelline https://t.co/0bopwA7xnK',b'und',b'Twitter for iPhone',b'0',b'64574086',b'Maybelline'
b'Babygirl',b'JBeautystation',b'983',b'151',b'112',b'823714709979430913',b'False',b'',b'2017-01-24 02:11:05',b'965993316184674304',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'\xe2\x99\xa1S\xe2\x99\xa1',b'jaramillos08',b'50412',b'25514',b'356',b'340649252',b'False',"b'Orange County, CA '",b'2011-07-23 01:44:35',b'965993303979118592',b'@MakeupForWOC @Maybelline is it good for oily/combo skin?',b'en',b'Twitter for iPhone',b'0',b'3950477674',b'MakeupForWOC'
b'shannon',b'shannonccl',b'41410',b'42026',b'607',b'780468896667140096',b'False',b'',b'2016-09-26 18:07:40',b'965993230755082240',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'okoye \xe2\x9c\x8a\xf0\x9f\x8f\xbd',b'_jackiemalika',b'59406',b'16080',b'1229',b'239852997',b'False',b'',b'2011-01-18 15:44:52',b'965992701874311168',b'RT @MakeupForWOC: The @Maybelline Super Stay Foundation works so good as concealer too',b'en',b'Twitter for iPhone',b'22',b'None',b'None'
b'BellaBeauty',b'BellaBeauty340',b'56',b'51',b'20',b'960617577595666432',b'False',"b'Waycross, GA'",b'2018-02-05 20:54:12',b'965992693137539073',b'@beautybyjacks @christendtweets @MorpheBrushes @ourfazinali @Maybelline @Doseofcolors Gorgeous!',b'en',b'Twitter for Android',b'0',b'871950132152946689',b'beautybyjacks'
b'Jula  \xf0\x9f\x99\x88',b'Lalaj_00',b'670',b'4509',b'60',b'3349556423',b'False',b'Polska',b'2015-06-28 18:56:02',b'965992690805600263',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for Android',b'100',b'None',b'None'
b'lauren \xe2\x99\xa1',b'glambylauren',b'28211',b'27549',b'5079',b'1370531359',b'False',b'United Kingdom',b'2013-04-21 20:33:03',b'965992679837401088',b'@Spectrumbrushes @ABHcosmetics @juviasplace @TooFaced @ICONICLDN @Maybelline @lagirlusa @rcmamakeup\xe2\x80\xa6 https://t.co/r4ZhJCoDA1',b'en',b'Twitter for iPhone',b'0',b'1628405970',b'Spectrumbrushes'
b'Geraldine Sanchez',b'GerxldineS',b'1898',b'8754',b'67',b'880843413662433281',b'False',b'United States',b'2017-06-30 17:40:09',b'965992659839062017',"b""@MakeupForWOC @Maybelline yess but I have oily skin and the foundation like slips off and it's baddd \xf0\x9f\x98\xa9""",b'en',b'Twitter for iPhone',b'0',b'3950477674',b'MakeupForWOC'
b'lauren \xe2\x99\xa1',b'glambylauren',b'28211',b'27549',b'5079',b'1370531359',b'False',b'United Kingdom',b'2013-04-21 20:33:03',b'965992643338690561',b'RT @Spectrumbrushes: @glambylauren @ABHcosmetics @juviasplace @TooFaced @ICONICLDN @Maybelline @lagirlusa @rcmamakeup @BECCA_COSMETICS @nor\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'Shadina Adia  \xf0\x9f\x87\xac\xf0\x9f\x87\xa9',b'heybuddy1',b'339423',b'698',b'6199',b'25888849',b'False',b'NYC',b'2009-03-22 21:54:35',b'965992628742475776',"b""Why didn't you guys make the super stay foundation in the darker shades @Maybelline ... now I have to wait to try i\xe2\x80\xa6 https://t.co/ADfUkhictx""",b'en',b'Twitter for Android',b'0',b'None',b'None'
b'Anelisa',b'_anelisa_M',b'2057',b'1203',b'444',b'776134196926550018',b'False',b'East London | Port Elizabeth',b'2016-09-14 19:03:07',b'965992243155951620',b'RT @MakeupForWOC: The @Maybelline Super Stay Foundation works so good as concealer too',b'en',b'Twitter for iPhone',b'22',b'None',b'None'
b'jenn',b'jennuh_fur',b'13196',b'1445',b'402',b'369177887',b'False',b'silver spring',b'2011-09-06 22:24:50',b'965992146250752000',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter Web Client',b'100',b'None',b'None'
b'Remi \xf0\x9f\xa6\x84\xe2\x9c\xa8',b'TheRemzzz',b'21648',b'11396',b'387',b'302818231',b'False',b'Far Far Away ',b'2011-05-21 20:18:49',b'965992114948591616',"b""I can't wait for the darker shades of @Maybelline Eraser concealer to launch in the UK. I almost tried to force get\xe2\x80\xa6 https://t.co/PHfe99H1OC""",b'en',b'Twitter for Android',b'0',b'None',b'None'
b'bethany arra\xc3\xb1aga\xe0\xa5\x90',b'bethany_ydg',b'1365',b'6695',b'28',b'842460500566933506',b'False',b'Up My Ass',b'2017-03-16 19:40:10',b'965991623917277189',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'Andy',b'Andreaaa__brown',b'3757',b'4182',b'123',b'917347321884504064',b'False',b'',b'2017-10-09 11:13:39',b'965991605286195201',b'RT @MakeupForWOC: The @Maybelline Super Stay Foundation works so good as concealer too',b'en',b'Twitter for Android',b'22',b'None',b'None'
b'Andy',b'Andreaaa__brown',b'3757',b'4182',b'123',b'917347321884504064',b'False',b'',b'2017-10-09 11:13:39',b'965991594724872197',b'@MakeupForWOC @Maybelline \xf0\x9f\x98\x8d',b'und',b'Twitter for Android',b'0',b'3950477674',b'MakeupForWOC'
b'Princess Problems',b'EmWatler',b'3765',b'3320',b'1200',b'342921912',b'False',"b'Aviano, Friuli-Venezia Giulia'",b'2011-07-26 19:55:52',b'965991394753032192',b'RT @MakeupForWOC: The @Maybelline Super Stay Foundation works so good as concealer too',b'en',b'Twitter for iPhone',b'22',b'None',b'None'
b'Makeup For WOC',b'MakeupForWOC',b'47912',b'4103',b'141977',b'3950477674',b'False',b'New York',b'2015-10-13 22:40:14',b'965991327329587202',b'The @Maybelline Super Stay Foundation works so good as concealer too',b'en',b'Twitter for iPhone',b'22',b'None',b'None'
b'Becca',b'Beccuhhhxo',b'3534',b'2261',b'741',b'317398762',b'False',b'Sheboygan',b'2011-06-14 21:43:52',b'965991286921744384',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/yJFCzkS6e4',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Kelly Mcneirney',b'_kellymcneirney',b'48',b'70',b'5',b'957784959640535041',b'False',"b'Asheville, NC'",b'2018-01-29 01:18:23',b'965990963599593472',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'Cecilia Le Baron',b'diana_lebaron',b'43',b'220',b'27',b'2839707845',b'False',"b'Chihuahua, M\xc3\xa9xico'",b'2014-10-21 11:41:00',b'965988575719428097',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'Abby Koehn',b'abby_koehn',b'436',b'3875',b'222',b'1468605991',b'False',b'',b'2013-05-30 00:39:58',b'965988422799282176',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'Joanne Murphy',b'JVMu1999',b'8368',b'512',b'311',b'63637260',b'False',b'Pennsylvania',b'2009-08-07 04:24:58',b'965987954056400897',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/t1P5Pt0F7m',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
"b""It wasn't me.""",b'irlyhatepeople',b'320',b'543',b'53',b'964637243083128832',b'False',b'',b'2018-02-16 23:06:55',b'965987881897541632',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for Android',b'100',b'None',b'None'
b'Grace Schultz',b'_graceschultz',b'2779',b'3308',b'87',b'3302069272',b'False',b'',b'2015-05-28 18:32:30',b'965987740021075969',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'Sasha',b'sashaskylr',b'613',b'233',b'37',b'793665698228686848',b'False',"b'Sabah, Malaysia'",b'2016-11-02 04:07:02',b'965987640662085633',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'\xf0\x9f\x92\x84\xf0\x9f\x8e\xa8 \xe2\x84\xb3\xf0\x9d\x92\xb6\xf0\x9d\x93\x80\xe2\x84\xaf\xf0\x9d\x93\x8a\xf0\x9d\x93\x85 \xf0\x9d\x92\xb2\xf0\x9d\x92\xbd\xe2\x84\xb4\xf0\x9d\x93\x87\xe2\x84\xaf \xf0\x9f\x8e\xa8\xf0\x9f\x92\x84',b'queenkurlyyy09',b'33102',b'17802',b'2273',b'4761191305',b'False',b'\xe2\x94\x94\xe1\x97\xa9\xf0\x9f\x93\x8d\xf0\x9f\x8c\xb4',b'2016-01-15 03:56:00',b'965987610312060929',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'JoAnn',b'roos_mom2016',b'1547',b'401',b'40',b'19205712',b'False',"b'Clinton, In'",b'2009-01-19 22:24:30',b'965987505777594368',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for Android',b'100',b'None',b'None'
b'Charlotte',b'charlottesbblog',b'1275',b'1982',b'761',b'826527353652252672',b'False',"b'Belfast, Northern Ireland'",b'2017-01-31 20:27:32',b'965987133629575168',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'Lisa',b'liisaaxoxo',b'26043',b'12076',b'497',b'190078333',b'False',b'',b'2010-09-13 01:01:16',b'965986868251643904',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'Cassies_reviews',b'cassies_reviews',b'2102',b'1830',b'851',b'780381044524584960',b'False',b'',b'2016-09-26 12:18:34',b'965986825239171074',b'I  really love these they look and feel amazing! I have a brighter healthier look! So happy I got to try this free\xe2\x80\xa6 https://t.co/Q0g9sQYGbK',b'en',b'InfluensterApp',b'0',b'None',b'None'
b'T. Parker',b'mstparker128',b'36095',b'57',b'878',b'181415018',b'False',"b'In Columbus, From Youngstown '",b'2010-08-22 03:58:05',b'965986747468443650',b'RT @missqaisaqua: @MorpheBrushes @Jaclynhill @KissProducts @Maybelline @milanicosmetics @BlackOpalBeauty @lagirlusa @b_radiance @ABHcosmeti\xe2\x80\xa6',b'und',b'TweetCaster for Android',b'8',b'None',b'None'
b'Mazie Lafferty',b'lafferty_mazie',b'7',b'1',b'3',b'930638494921134082',b'False',"b'Payson, UT'",b'2017-11-15 03:28:02',b'965986672478334976',b'@Maybelline When does the tattoo peel off brow come to America?',b'en',b'Twitter for iPhone',b'0',b'64574086',b'Maybelline'
b'Chantelle La\xe2\x80\x99Joy',b'Chantelle_lajoy',b'71',b'402',b'49',b'878797644474208257',b'False',b'Washington State ',b'2017-06-25 02:11:00',b'965986616496943105',b'RT @missqaisaqua: @MorpheBrushes @Jaclynhill @KissProducts @Maybelline @milanicosmetics @BlackOpalBeauty @lagirlusa @b_radiance @ABHcosmeti\xe2\x80\xa6',b'und',b'Twitter for iPhone',b'8',b'None',b'None'
b'\xe3\x83\x9f\xe3\x83\x81\xe3\x82\xa7\xe3\x82\xb8\xe3\x82\xa7',b'MlleMsv',b'24189',b'1985',b'367',b'67200576',b'False',b'Gotham City',b'2009-08-20 02:22:48',b'965986587988414465',"b""RT @Maybelline: Spoiler alert: I'm not. https://t.co/WENsa79Aiu""",b'en',b'Twitter for iPhone',b'100',b'None',b'None'
b'Katiria Jefferson',b'kaymillionare3',b'12057',b'9556',b'657',b'1098414662',b'False',b'Louisiana',b'2013-01-17 15:07:07',b'965985197547229185',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/dBhdWXa3FQ',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Hadryani',b'anysehunexo',b'11790',b'766',b'33',b'947530111657504768',b'False',"b'Sulawesi Barat, Indonesia'",b'2017-12-31 18:09:17',b'965984552035352576',b'RT @mely_pcy: Chen by Exo x @Maybelline \n\n#TeamExo #TwitterBestFandom @weareoneEXO https://t.co/cuW2TpbJEL',b'en',b'Twitter for Android',b'5',b'None',b'None'
b'priscy',b'Priscy_CJ',b'17354',b'772',b'588',b'66037808',b'False',"b'Chitr\xc3\xa9, Panama'",b'2009-08-16 03:00:54',b'965984160174235648',"b""can't wait to try this! thank you  @influenster!!! #MNYBROWS @Influenster @Maybelline #Complimentary #Contest https://t.co/eDtxTdMkzn""",b'en',b'InfluensterApp',b'0',b'None',b'None'
b'Lila',b'LilaLoveBeauty',b'207132',b'130690',b'1914',b'166156539',b'False',b'',b'2010-07-13 13:33:54',b'965983876261834752',b'Make Glow Happen Episode 10 | Maybelline New York https://t.co/wdqdVV1LkN via @YouTube @Maybelline @NikkieTutorials',b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'FleekyBrows\xf0\x9f\x91\x80\xf0\x9f\xa4\xa3',b'MonajaiBeauty',b'11638',b'33747',b'619',b'3095177184',b'False',b'Youtube',b'2015-03-18 05:57:57',b'965983640902688768',b'Happy Tuesday loves \n\nBrows @ABHcosmetics \nEyes @MorpheBrushes &amp; @Jaclynhill \nLashes @ArdellBeauty \nGlow\xe2\x80\xa6 https://t.co/qUv6hls5WP',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'Tchutcha',b'inesandreasousa',b'30178',b'13124',b'795',b'234909456',b'False',b'London ',b'2011-01-06 21:47:11',b'965983286777532416',"b'RT @SharamDiniz: ""Her eyes were pure stars and her fingers if they touch you freeze you to the bone."" @maxpapendieck, @Maybelline \xf0\x9f\x92\x9c https:/\xe2\x80\xa6'",b'en',b'Twitter for iPhone',b'12',b'None',b'None'
b'Dalila \xf0\x9f\x8c\xb8',b'HiThereDalila',b'37371',b'26091',b'6068',b'64543829',b'False',"b'Raleigh, NC'",b'2009-08-10 23:02:27',b'965982528090857472',b'@Maybelline @Essence',b'und',b'Twitter Web Client',b'0',b'64543829',b'HiThereDalila'
b'Stephanie Kay',b'Simply_StephKay',b'668',b'785',b'362',b'364020808',b'False',b'Wisconsin \xf0\x9f\xa7\x80\xf0\x9f\x90\xae',b'2011-08-29 02:19:16',b'965981700512677890',b'Trying out the new @maybelline TattooStudio Brow Gel. Is it a Yesss or Hot Mess? Come find out! https://t.co/3pcPG003JW',b'en',b'Google',b'0',b'None',b'None'
b'Pai do Waldir Jr',b'bilagildo1',b'5910',b'20914',b'150',b'885968117536628736',b'False',"b'Lisboa, Portugal'",b'2017-07-14 21:03:54',b'965980698422243331',b'@SharamDiniz @maxpapendieck @Maybelline \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',b'und',b'Twitter for iPhone',b'0',b'197172711',b'SharamDiniz'
b'Kiss Products',b'KissProducts',b'9710',b'7414',b'44959',b'44700469',b'True',b'New York',b'2009-06-04 19:44:35',b'965980536907927552',b'RT @missqaisaqua: @MorpheBrushes @Jaclynhill @KissProducts @Maybelline @milanicosmetics @BlackOpalBeauty @lagirlusa @b_radiance @ABHcosmeti\xe2\x80\xa6',b'und',b'Sprout Social',b'8',b'None',b'None'
b'Joanio Pedro\xe2\x9d\xa3',b'joanio_pedro',b'1552',b'1684',b'340',b'765833228427067392',b'False',b'Angola',b'2016-08-17 08:50:44',b'965980128617680896',"b'RT @SharamDiniz: ""Her eyes were pure stars and her fingers if they touch you freeze you to the bone."" @maxpapendieck, @Maybelline \xf0\x9f\x92\x9c https:/\xe2\x80\xa6'",b'en',b'Twitter for iPhone',b'12',b'None',b'None'
b'animal',b'icecream2758',b'514',b'57',b'27',b'806441084343578624',b'False',b'',b'2016-12-07 10:11:52',b'965976757445656577',b'RT @JoMakeUpReviews: \xf0\x9f\x8c\x9fNew\xf0\x9f\x8c\x9f @Maybelline The Lemonade Craze eyeshadow palette #closer \xf0\x9f\x8d\x8b\n\n\xf0\x9f\x92\x8eComing in July.\n\xf0\x9f\x92\x8eSmells like Lemonade.\n\n#Maybelline\xe2\x80\xa6',b'en',b'Twitter for Android',b'16',b'None',b'None'
b'SHANY Cosmetics',b'SHANYCosmetics',b'4275',b'949',b'4034',b'128941045',b'False',"b'Houston,TX'",b'2010-04-02 17:39:28',b'965976325533073414',b'@thelibbyward @bhcosmetics @NyxCosmetics @houseoflashes @Doseofcolors @LancomeUK @Maybelline Love it! Which of our\xe2\x80\xa6 https://t.co/gELGuOFn04',b'en',b'Twitter Web Client',b'0',b'345302066',b'thelibbyward'
b'MODEL ROZ\xe2\x9d\x8e',b'l4_sd',b'60',b'11',b'16',b'935832097931038720',b'False',b'',b'2017-11-29 11:25:33',b'965975476685688832',b'RT @ModelRoz: Gigi Hadid Jetsetter Palette Tutorial ft. Model Roz | Maybelline New York https://t.co/zPUB5fkDZp @Maybelline',b'en',b'Twitter for iPhone',b'16',b'None',b'None'
b'Missqaisaqua',b'missqaisaqua',b'58',b'153',b'51',b'943521046141001728',b'False',b'',b'2017-12-20 16:38:41',b'965975352609857542',b'@MorpheBrushes @Jaclynhill @KissProducts @Maybelline @milanicosmetics @BlackOpalBeauty @lagirlusa @b_radiance\xe2\x80\xa6 https://t.co/VT7sYeq2CJ',b'en',b'Twitter for iPhone',b'0',b'943521046141001728',b'missqaisaqua'
b'Missqaisaqua',b'missqaisaqua',b'58',b'153',b'51',b'943521046141001728',b'False',b'',b'2017-12-20 16:38:41',b'965974767005261826',b'@MorpheBrushes @Jaclynhill @KissProducts @Maybelline @milanicosmetics @BlackOpalBeauty @lagirlusa @b_radiance\xe2\x80\xa6 https://t.co/Adv2dt98HK',b'en',b'Twitter for iPhone',b'0',b'943521046141001728',b'missqaisaqua'
b'Sasha Clarice',b'SashaGreenhalgh',b'8235',b'5044',b'640',b'83046912',b'False',"b'Foxborough, MA'",b'2009-10-17 03:36:29',b'965974508514566144',b'Can\xe2\x80\x99t wait to try out these complimentary products from @maybelline and @influenster #fitmedewy #complimentary',b'en',b'InfluensterApp',b'0',b'None',b'None'
b'Missqaisaqua',b'missqaisaqua',b'58',b'153',b'51',b'943521046141001728',b'False',b'',b'2017-12-20 16:38:41',b'965973412161245186',b'@MorpheBrushes @Jaclynhill @KissProducts @Maybelline @milanicosmetics @BlackOpalBeauty @lagirlusa @b_radiance\xe2\x80\xa6 https://t.co/ThqXYb8GEU',b'und',b'Twitter for iPhone',b'8',b'330562657',b'MorpheBrushes'
b'AlexandriaK \xf0\x9f\xa5\x80',b'illyalex',b'30156',b'26961',b'752',b'448191179',b'False',b'The Bahamas ',b'2011-12-27 18:33:20',b'965972009283915778',b'RT @khristen: When @KarolsCorner @MakeupForWOC and I had an impromptu photo shoot at the @Maybelline event last week.\n\n#shotbykhristen http\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'13',b'None',b'None'
b'AlexandriaK \xf0\x9f\xa5\x80',b'illyalex',b'30156',b'26961',b'752',b'448191179',b'False',b'The Bahamas ',b'2011-12-27 18:33:20',b'965971841918689285',"b'RT @Maybelline: Babelline @MakeupForWOC gets long, soft lashes and addictive volume with NEW #TotalTemptation Mascara. \xf0\x9f\x92\x96 Shop on @amazon: h\xe2\x80\xa6'",b'en',b'Twitter for iPhone',b'55',b'None',b'None'
b'Nafeesa bhatt',b'nafeesa_bhatt',b'11885',b'1170',b'24',b'876080198009184256',b'False',b'',b'2017-06-17 14:12:50',b'965971422928551936',b'RT @Maybelline: @babyksooo We WISH we could be lucky enough to have them in our commercials \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82.',b'en',b'Twitter for Android',b'12768',b'None',b'None'
b'Ashley',b'gstlbatman',b'628',b'2442',b'260',b'3255811898',b'False',"b'Sugar Grove, IL'",b'2015-06-25 16:16:44',b'965970844072710146',b'RT @BEAUTYteam1805: The verdict is in @Maybelline 24hr super stay foundation is a must have\xf0\x9f\x98\x8d\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc Pick yours up @Target #T1805 in #Visalia fla\xe2\x80\xa6',b'en',b'Twitter for Android',b'5',b'None',b'None'
b'Queen Lilliam Garcia',b'SlayQueenGarcia',b'50668',b'14572',b'345',b'927632400',b'False',"b'Houston, TX'",b'2012-11-05 13:41:19',b'965970438550679553',b'RT @TheeOnlyOciera: I did a thing honey! \xf0\x9f\x98\x82\xf0\x9f\x98\x8d \n\nProducts used: \n\n@elfcosmetics pro brushes\n@Maybelline Fit Me Matte 330\n@lagirlusa Warm Honey\xe2\x80\xa6',b'en',b'Twitter for Android',b'14',b'None',b'None'
b'Satang \xf0\x9f\x8d\xad',b'Saida0801_',b'14227',b'6224',b'369',b'909279179618770944',b'False',b'Twiceland singapore ',b'2017-09-17 04:53:44',b'965970388277608449',b'@Maybelline please recruit our girls https://t.co/0FpIfXddhH',b'en',b'Twitter for iPhone',b'0',b'64574086',b'Maybelline'
b'WendellMAuricio',b'WendellMaurici',b'1451',b'2249',b'153',b'3081772861',b'False',b'Angola Luanda',b'2015-03-14 17:32:40',b'965970119921893378',"b'RT @SharamDiniz: ""Her eyes were pure stars and her fingers if they touch you freeze you to the bone."" @maxpapendieck, @Maybelline \xf0\x9f\x92\x9c https:/\xe2\x80\xa6'",b'en',b'Twitter for iPhone',b'12',b'None',b'None'
b'Vidhi Makol',b'vidsmak',b'40',b'55',b'10',b'814209612098375680',b'False',b'',b'2016-12-28 20:41:13',b'965966346210168833',"b'Loving the gigi hadid cool pallete, I\xe2\x80\x99m totally in love with the colors they are highly pigmented and the fall out\xe2\x80\xa6 https://t.co/Vb7UuM8pFR'",b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'Cheyona Glasgow',b'Heelsandbrushes',b'50',b'26',b'164',b'908887527758745600',b'False',"b'Fort Walton Beach, FL'",b'2017-09-16 02:57:27',b'965966034334347264',b'The cosmo to my Wanda \xf0\x9f\x92\x9a \n@ABHcosmetics \xe2\x80\x9cEbony\xe2\x80\x9d @Maybelline @juviasplace \xe2\x80\x9cZulu\xe2\x80\x9d \n\n#BlendGameStrong https://t.co/WYJoMuTmcY',b'pl',b'Twitter for iPhone',b'0',b'None',b'None'
b'Alpinoalmare',b'alpinoalmare',b'26962',b'18836',b'472',b'1104138961',b'False',b'',b'2013-01-19 16:49:10',b'965965913743855618',b'@SharamDiniz @maxpapendieck @Maybelline \xf0\x9f\x98\x8d',b'und',b'Twitter Lite',b'0',b'197172711',b'SharamDiniz'
b'Ashley Altemose',b'Ashley_Altemose',b'16997',b'464',b'306',b'1514021120',b'False',b'Pennsylvania',b'2013-06-13 17:40:37',b'965965843996831744',"b'RT @bm1516: Eyeshadow from @MorpheBrushes 3502 pallete, @ColourPopCo super shock shadow - cheap date, @Maybelline Total Temptation mascara\xe2\x80\xa6'",b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'L\xf0\x9f\x8c\x88 | Dilara Su',b'blackniggam',b'22447',b'23009',b'4516',b'2344016077',b'False',"b'Bursa, T\xc3\xbcrkiye'",b'2014-02-14 19:21:52',b'965965415129210882',b'RT @AdrianaLima: \xe2\x9c\xa8\xf0\x9f\x92\x96 #FBF TO MY #NYFW LOOK \xf0\x9f\x92\x96\xe2\x9c\xa8 @Maybelline #maybellinegirls https://t.co/PN4EqwxjJI',b'en',b'Twitter for Android',b'479',b'None',b'None'
b'Ashley Altemose',b'Ashley_Altemose',b'16997',b'464',b'306',b'1514021120',b'False',b'Pennsylvania',b'2013-06-13 17:40:37',b'965964478918680583',"b""RT @Maybelline: Besties, this one's for you! Babellines @desiperkins and @lustrelux curated their favorite Maybelline products into their #\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'128',b'None',b'None'
